@RELATION "Wines dataset"

@ATTRIBUTE name STRING
@ATTRIBUTE price NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE country STRING
@ATTRIBUTE region STRING
@ATTRIBUTE sweetness {dry, semi-dry, semi-sweet, sweet}
@ATTRIBUTE grape STRING
@ATTRIBUTE manufacturer STRING
@ATTRIBUTE strength NUMERIC
@ATTRIBUTE volume NUMERIC

@DATA
'Vino Chambertin Clos de Beze Grand Cru, Domaine Bruno Clair, 2019',99990,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Bruno Clair',13.5,0.75
'Vino Rivera del Notro, Roberto Henriquez, 2020',6990,3.0,Chili,'Juzhnyj region',dry,'pais 100\%','Roberto Henriquez',12.5,0.75
'Vino Il Rosso dei Vespa, 2020',3003,4.8,Italija,Apulija,semi-dry,'primitivo 100\%',Vespa,14.5,0.75
'Vino Barolo Ravera, Vietti, 2019',54990,0.0,Italija,'P\'emont',dry,'nebbiolo 100\%',Vietti,14.0,0.75
'Vino Carnuntum, Dorli Muhr, 2020',4490,4.3,Avstrija,'Nizhnjaja Avstrija',dry,'sira 35\%','Dorli Muhr',12.5,0.75
'Vino UNA Muskat Ottonel, Golser Wein, 2021',1990,4.7,Avstrija,Burgenland,semi-dry,'muskat ottonel\' 100\%','Golser Wein',12.0,0.75
'Vino Bourgogne Chardonnay Laforet, Joseph Drouhin, 2020',5990,4.7,Frantsija,Burgundija,dry,'shardone 100\%','Joseph Drouhin',13.0,0.75
'Vino Cahors Clos Triguedina, 2019',7290,5.0,Frantsija,Jugo-Zapad,dry,'tannat 5\%','Clos Triguedina',14.0,0.75
'Vino Meursault Bois de Blagny, Domaine Comtesse de Cherisey, 2018',24990,0.0,Frantsija,Burgundija,dry,'shardone 100\%','Domaine Comtesse de Cherisey',12.5,0.75
'Vino Saint-Joseph Terres d\'Encre, Domaine Georges Vernay, 2019',13990,0.0,Frantsija,'Dolina Rony',dry,'sira 100\%','Domaine Georges Vernay',13.0,0.75
'Vino Sul Vulcano Etna Rosso, Donnafugata, 2020',6490,4.4,Italija,Sitsilija,dry,'nerello maskaleze 100\%',Donnafugata,13.5,0.75
'Vino Chateau Beaumont, 2019',4990,4.7,Frantsija,Bordo,dry,'pti verdo','Chateau Beaumont',13.5,0.75
'Vino Coteaux Bourguignons Blanc, Domaines Dominique Piron, 2023',4490,4.5,Frantsija,Burgundija,dry,'shardone 100\%','Domaines Dominique Piron',12.5,0.75
'Vino Marsanne Les Vignes d\'a Cote, Yves Cuilleron, 2023',4290,3.9,Frantsija,'Dolina Rony',dry,'marsan 100\%','Yves Cuilleron',12.5,0.75
'Vino Tini Rosso Biologico, Caviro, 2021',940,4.0,Italija,Sitsilija,semi-dry,sira,Caviro,12.5,0.75
'Vino Eltviller Rheinberg Riesling Kabinett trocken, J. B. Becker, 2020',5290,0.0,Germanija,Rejngau,dry,'risling 100\%','J. B. Becker',12.0,0.75
'Vino Petrus, Chateau Petrus, 2013',1114990,4.9,Frantsija,Bordo,dry,'merlo 100\%','Chateau Petrus',13.5,0.75
'Vino Cotes du Rhone Blanc, Guigal, 2020',3490,4.2,Frantsija,'Dolina Rony',dry,'grenash blan 2\%',Guigal,14.5,0.75
'Vino Chianti Classico La Porta di Vertine, Bertinga, 2019',2690,4.5,Italija,Toskana,dry,'sandzhoveze 100\%',Bertinga,14.0,0.75
'Vino Gavi La Scolca, 2022',3990,4.7,Italija,'P\'emont',dry,'korteze 100\%','La Scolca',12.0,0.75
'Vino Villa Bianchi Verdicchio dei Castelli di Jesi Classico, Umani Ronchi, 2020',2290,4.4,Italija,Marke,semi-dry,'verdikkio 100\%','Umani Ronchi',12.5,0.75
'Vino Chateau d\'Arvigny, Chateau Beaumont, 2020, 0.375 l',2490,4.4,Frantsija,Bordo,dry,merlo,'Chateau Beaumont',13.5,0.375
'Vino Y d\'Yquem, Chateau d\'Yquem, 2018, 3 l',199990,0.0,Frantsija,Bordo,semi-dry,'semil\'on','Chateau d\'Yquem',14.0,3.0
'Vino Krasnoe, Usad\'ba Markoth, 2021',1490,4.4,Rossija,'Kuban\'',dry,marselan,'Usad\'ba Markoth',13.0,0.75
'Vino Sauvignon Blanc Winkl, Cantina Terlan, 2021',4219,4.6,Italija,'Trentino-Al\'to Adidzhe',dry,'sovin\'on blan 100\%','Cantina Terlan',14.0,0.75
'Vino Gavi La Scolca, 2021',3990,4.7,Italija,'P\'emont',dry,'korteze 100\%','La Scolca',12.0,0.75
'Vino Max Reserva Carmenere, Errazuriz, 2020',2139,4.6,Chili,Akonkagua,dry,'karmener 100\%',Errazuriz,13.5,0.75
'Vino Muscat Reserve, Trimbach, 2022',5990,4.2,Frantsija,'El\'zas',semi-dry,'muskat 100\%',Trimbach,13.0,0.75
'Vino Valpolicella Classico, Domini Veneti, 2022',2790,4.4,Italija,Veneto,semi-dry,korvinone,'Domini Veneti',13.0,0.75
'Vino Ginestet Montagne Saint-Emilion, Maison Ginestet, 2019',2890,4.3,Frantsija,Bordo,dry,'kaberne sovin\'on','Maison Ginestet',14.0,0.75
'Vino Loco Cimbali Riesling, 2023',1230,4.5,Rossija,Krym,dry,'risling rejnskij 100\%','Loco Cimbali',12.5,0.75
'Vino Hermitage Le Greal, Domaine Marc Sorrel, 2019',52490,0.0,Frantsija,'Dolina Rony',dry,'marsan 10\%','Domaine Marc Sorrel',15.0,0.75
'Vino Chateau Leoville-Poyferre, 2007, 1.5 l',54990,0.0,Frantsija,Bordo,dry,'kaberne fran 4\%','Chateau Leoville-Poyferre',13.0,1.5
'Vino Cuvee Terlaner, Cantina Terlan, 2022',5490,4.6,Italija,'Trentino-Al\'to Adidzhe',dry,'sovin\'on blan 10\%','Cantina Terlan',13.5,0.75
'Vino Crab & More White Zinfandel, Bronco Wine Company',1790,4.8,'Soedinennye Shtaty Ameriki',Kalifornija,semi-sweet,'zinfandel\'','Bronco Wine Company',10.5,0.75
'Vino Carmenere Estate Series, Errazuriz, 2021',2190,4.5,Chili,Akonkagua,dry,'karmener 100\%',Errazuriz,13.5,0.75
'Vino Chemin des Papes La Noblesse Cotes-du-Rhone, Les Grands Chais de France, 2021',2290,4.5,Frantsija,'Dolina Rony',dry,murvedr,'Les Grands Chais de France',14.0,0.75
'Vino Dolce&Gabbana Rosa v podarochnoj upakovke, Donnafugata, 2023',8690,4.9,Italija,Sitsilija,dry,nochera,Donnafugata,12.0,0.75
'Vino Amarone della Valpolicella Classico, Domini Veneti, 2020',5993,4.7,Italija,Veneto,semi-dry,rondinella,'Domini Veneti',15.5,0.75
'Vino Petrikor Sovin\'on Blan, Shumrinka, 2022',2140,4.7,Rossija,'Kuban\'',dry,'sovin\'on blan 100\%',Shumrinka,11.9,0.75
'Vino Chateau Palmer, 2018',124990,5.0,Frantsija,Bordo,dry,'pti verdo 7\%','Chateau Palmer',14.5,0.75
'Vino Pouilly-Fume En Travertin, Henri Bourgeois, 2021',6190,5.0,Frantsija,'Dolina Luary',dry,'sovin\'on blan 100\%','Henri Bourgeois',13.0,0.75
'Vino Pouilly-Fume La Vigne de Beaussoppet, Domaine Laporte, 2022',7490,0.0,Frantsija,'Dolina Luary',dry,'sovin\'on blan 100\%','Domaine Laporte',14.0,0.75
'Portvejn Barros 40 years old Tawny v podarochnoj upakovke',22990,0.0,Portugalija,Doru,sweet,'tinta barroka',Barros,20.0,0.75
'Vino Gruner Veltliner Kremser Wachtberg Reserve, Winzer Krems, 2022',5490,4.9,Avstrija,'Nizhnjaja Avstrija',dry,'grjuner vel\'tliner 100\%','Winzer Krems',13.5,0.75
'Vino Crozes-Hermitage Blanc, Guigal, 2021',4024,4.8,Frantsija,'Dolina Rony',dry,'russan 5\%',Guigal,13.0,0.75
'Vino Outre Terre (Saumur Champigny), Thierry Germain, 2018',14990,5.0,Frantsija,'Dolina Luary',dry,'kaberne fran 100\%','Thierry Germain',13.5,0.75
'Vino Massovivo Vermentino, Frescobaldi, 2020',2843,4.5,Italija,Toskana,dry,'vermentino 100\%',Frescobaldi,12.0,0.75
'Vino Gavi Villa Scolca, 2022',3003,4.7,Italija,'P\'emont',dry,'korteze 100\%','La Scolca',12.0,0.75
'Vino Cote-Rotie Chateau d\'Ampuis, Guigal, 2017',32490,5.0,Frantsija,'Dolina Rony',dry,'vion\'e 7\%',Guigal,14.0,0.75
'Vino Pouilly-Fuisse La Petite Parcelle, Maison Auvigue, 2021',9990,0.0,Frantsija,Burgundija,dry,'shardone 100\%','Maison Auvigue',13.5,0.75
'Vino Malleolus v podarochnoj upakovke, Emilio Moro, 2020',7794,5.0,Ispanija,'Kastilija i Leon',dry,'tinto fino 100\%','Emilio Moro',14.5,0.75
'Vino Hermitage Rouge, Guigal, 2020',19990,4.0,Frantsija,'Dolina Rony',dry,'sira 100\%',Guigal,14.5,0.75
'Vino Syrah, Mullineux & Leeu, 2021',7690,5.0,'Juzhnaja Afrika',Svortlend,dry,'sira 100\%','Mullineux & Leeu',14.0,0.75
'Vino Baluarte Muscat, Bodegas Chivite, 2021',1220,4.5,Ispanija,Navarra,semi-dry,'muskat 100\%','Bodegas Chivite',13.0,0.75
'Vino Saint-Romain Rouge, Domaine Alain Gras, 2022',10990,5.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Alain Gras',12.5,0.75
'Vino Pinot Grigio, Domini Veneti, 2022',2240,4.6,Italija,Veneto,semi-dry,'pino gridzhio 100\%','Domini Veneti',12.0,0.75
'Vino Petit Chablis, Jean-Marc Brocard (Domaine Sainte-Claire), 2021',4990,4.4,Frantsija,Burgundija,dry,'shardone 100\%','Jean-Marc Brocard (Domaine Sainte-Claire)',12.0,0.75
'Vino Gnarly Dudes, Two Hands, 2022',5490,4.7,Avstralija,'Juzhnaja Avstralija',dry,'shiraz 100\%','Two Hands',14.2,0.75
'Vino Mille e Una Notte, Donnafugata, 2017',18990,4.9,Italija,Sitsilija,dry,sira,Donnafugata,13.5,0.75
'Vino Pinot Grigio, Domini Veneti, 2023',2240,4.6,Italija,Veneto,semi-dry,'pino gridzhio 100\%','Domini Veneti',12.0,0.75
'Vino Usad\'ba Mezyb\'. Kaberne Fran, 2019',2190,0.0,Rossija,'Kuban\'',dry,'kaberne fran 100\%','Mezyb\'',14.5,0.75
'Vino Y d\'Yquem, Chateau d\'Yquem, 2017, 3 l',199990,0.0,Frantsija,Bordo,semi-dry,'semil\'on','Chateau d\'Yquem',14.5,3.0
'Vino Savigny-les-Beaune , Leroy, 1983',364990,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%',Leroy,13.0,0.75
'Vino Marques de Riscal Reserva v podarochnoj upakovke, 2019, 1.5 l',7798,4.9,Ispanija,Rioha,dry,'grasiano 4\%','Marques de Riscal',14.5,1.5
'Vino Valpolicella Classico Superiore Ripasso La Casetta, Domini Veneti, 2018',3420,4.7,Italija,Veneto,semi-dry,rondinella,'Domini Veneti',14.0,0.75
'Vino Sangiovese di Toscana, Conti Serristori, 2019',1740,4.3,Italija,Toskana,dry,sandzhoveze,'Conti Serristori',13.0,0.75
'Vino Cabernet Sauvignon, Luigi Bosca, 2021',2990,4.6,Argentina,Mendosa,dry,'kaberne sovin\'on 100\%','Luigi Bosca',14.1,0.75
'Vino Vigna Sere, Dal Forno Romano, 2004, 0.375 l',37490,1.0,Italija,Veneto,sweet,'ozeleta 10\%','Dal Forno Romano',14.0,0.375
'Vino Clos de Vougeot Grand Cru, Domaine Jean Grivot, 2018, 0.375 l',54990,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Jean Grivot',14.0,0.375
'Vino Le Grand Noir Winemaker’s Selection Chardonnay, 2023',1380,4.5,Frantsija,'Langedok-Russil\'on',dry,'vion\'e 15\%','Le Grand Noir',13.5,0.75
'Vino Rose d\'Anjou \"Les Ligeriens\", Les Vignerons de la Noelle, 2019',3490,4.6,Frantsija,'Dolina Luary',semi-sweet,grollo,'Les Vignerons de la Noelle',12.0,0.75
'Vino Finca Nueva Vendimia, 2022',1918,4.4,Ispanija,Rioha,dry,'tempranil\'o 100\%','Finca Nueva',13.5,0.75
'Vino Bourgogne Cuvee Margot, Olivier Leflaive Freres, 2021',10990,5.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Olivier Leflaive Freres',13.0,0.75
'Vino Chablis Premier Cru Montmains Bio, Jean-Marc Brocard (Domaine Sainte-Claire), 2019',8990,5.0,Frantsija,Burgundija,dry,'shardone 100\%','Jean-Marc Brocard (Domaine Sainte-Claire)',14.0,0.75
'Vino Raccontami, Vespa, 2019',7990,4.4,Italija,Apulija,semi-dry,'primitivo 100\%',Vespa,15.0,0.75
'Vino Montepulciano d\'Abruzzo Jorio, Umani Ronchi, 2019',3290,4.6,Italija,Abrutstso,dry,'montepul\'chano 100\%','Umani Ronchi',13.5,0.75
'Vino Gran Feudo Rosado, Bodegas Chivite, 2023',1229,4.2,Ispanija,Navarra,dry,'garnacha 100\%','Bodegas Chivite',13.5,0.75
'Vino Torrione, Petrolo, 2017',6690,4.5,Italija,Toskana,dry,'kaberne sovin\'on 5\%',Petrolo,14.0,0.75
'Vino Bourgogne Les Setilles, Olivier Leflaive Freres, 2018',10990,4.8,Frantsija,Burgundija,dry,'shardone 100\%','Olivier Leflaive Freres',13.0,0.75
'Vino Chateau Teyssier, 2018',6490,5.0,Frantsija,Bordo,dry,'kaberne fran 15\%','Chateau Teyssier',14.5,0.75
'Vino Bourgogne Pinot Noir, Armand Heitz, 2022',7490,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Armand Heitz',12.0,0.75
'Vino Corton Grand Cru Hautes-Mourottes, Armand Heitz, 2020',54990,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Armand Heitz',13.5,0.75
'Vino Carolina Reserva Chardonnay, Santa Carolina, 2020',1490,4.3,Chili,Akonkagua,dry,'shardone 100\%','Santa Carolina',13.5,0.75
'Vino Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche, Joseph Drouhin, 2022',49990,5.0,Frantsija,Burgundija,dry,'shardone 100\%','Joseph Drouhin',13.5,0.75
'Vino Meursault Gruyaches, Armand Heitz, 2022',23990,5.0,Frantsija,Burgundija,dry,'shardone 100\%','Armand Heitz',13.0,0.75
'Vino Domaine de Viaud, 2010',6790,4.5,Frantsija,Bordo,dry,'kaberne fran','Domaine de Viaud',13.0,0.75
'Vino Chateau Leoville-Poyferre, 2006',31490,5.0,Frantsija,Bordo,dry,'pti verdo 6\%','Chateau Leoville-Poyferre',13.0,0.75
'Vino La Pettegola, Banfi, 2021',2443,4.6,Italija,Toskana,dry,'vermentino 100\%',Banfi,13.0,0.75
'Vino Sauvignon Blanc Vineyards, Trapiche, 2023',1390,4.3,Argentina,Mendosa,dry,'sovin\'on blan 100\%',Trapiche,12.5,0.75
'Vino UNA Sauvignon Blanc, Golser Wein, 2020',2490,4.5,Avstrija,Burgenland,dry,'sovin\'on blan 100\%','Golser Wein',13.0,0.75
'Vino Chablis Premier Cru Montmains, Jean-Marc Brocard (Domaine Sainte-Claire), 2020',8490,4.7,Frantsija,Burgundija,dry,'shardone 100\%','Jean-Marc Brocard (Domaine Sainte-Claire)',13.0,0.75
'Vino Col di Sasso, Banfi, 2021',1790,4.4,Italija,Toskana,dry,sandzhoveze,Banfi,13.0,0.75
'Vino Barolo Monvigliero, Bel Colle, 2020',8490,5.0,Italija,'P\'emont',dry,'nebbiolo 100\%','Bel Colle',15.0,0.75
'Vino Collio Sauvignon Blanc, Marco Felluga, 2019',4790,3.6,Italija,Friuli-Venetsija-Dzhulija,dry,'sovin\'on blan 100\%','Marco Felluga',13.5,0.75
'Vino Viognier Iles Blanches, Cellier des Chartreux, 2022',1883,4.5,Frantsija,'Dolina Rony',dry,'vion\'e 100\%','Cellier des Chartreux',13.5,0.75
'Vino Sancerre Le Rochoy, Domaine Laporte, 2023, 0.375 l',3990,5.0,Frantsija,'Dolina Luary',dry,'sovin\'on blan 100\%','Domaine Laporte',12.5,0.375
'Vino Bourgogne Pinot Noir Laforet, Joseph Drouhin, 2020',5033,4.7,Frantsija,Burgundija,dry,'pino nuar 100\%','Joseph Drouhin',14.0,0.75
'Vino Merlot e Raboso, Cielo, 2022',1490,4.2,Italija,Veneto,semi-dry,rabozo,Cielo,11.5,0.75
'Vino Langhe Nebbiolo, Francesco Versio, 2021',5990,0.0,Italija,'P\'emont',dry,'nebbiolo 100\%','Francesco Versio',14.5,0.75
'Vino Chablis Sainte Claire, Jean-Marc Brocard (Domaine Sainte-Claire), 2022',5490,4.7,Frantsija,Burgundija,dry,'shardone 100\%','Jean-Marc Brocard (Domaine Sainte-Claire)',12.5,0.75
'Vino Merlot Reserve, Usad\'ba Markoth, 2020',2243,4.7,Rossija,'Kuban\'',dry,merlo,'Usad\'ba Markoth',13.0,0.75
'Vino La Gioia, Riecine, 2018',14490,4.6,Italija,Toskana,dry,'sandzhoveze 100\%',Riecine,14.5,0.75
'Vino Franc de Pied (Saumur Champigny), Thierry Germain, 2020',10990,0.0,Frantsija,'Dolina Luary',dry,'kaberne fran 100\%','Thierry Germain',13.5,0.75
'Heres Tio Toto Medium Dry, Jose Estevez',2290,4.8,Ispanija,Andalusija,?,'palomino 100\%','Jose Estevez',17.0,0.75
'Vino Rosso di Montalcino, Banfi, 2021',5290,4.7,Italija,Toskana,dry,'sandzhoveze 100\%',Banfi,15.5,0.75
'Vino Les Picasses, Domaine Olga Raffault, 2005',15990,4.8,Frantsija,'Dolina Luary',dry,'kaberne fran 100\%','Domaine Olga Raffault',13.5,0.75
'Vino Classic, Domaine Tariquet, 2022',1456,4.5,Frantsija,Jugo-Zapad,dry,'shenen blan 3\%','Domaine Tariquet',11.0,0.75
'Vino Chateau Giscours, 2017',16490,0.0,Frantsija,Bordo,dry,'pti verdo 5\%','Chateau Giscours',13.0,0.75
'Vino Chateau Citran, 2000, 1.5 l',21490,0.0,Frantsija,Bordo,dry,'kaberne fran','Chateau Citran',13.0,1.5
'Heres Fino Inocente, Valdespino',4240,4.6,Ispanija,Andalusija,?,'palomino 100\%',Valdespino,15.0,0.75
'Vino Marques de Riscal Sauvignon Organic, 2020',1944,4.8,Ispanija,'Kastilija i Leon',dry,'sovin\'on blan 100\%','Marques de Riscal',12.5,0.75
'Vino Freschello Bianco Sweet Italy, Cielo',1290,4.7,Italija,Veneto,semi-sweet,'trebb\'jano',Cielo,10.5,0.75
'Vino Chateau Canon Chaigneau Cuve 8a, 2019',2918,0.0,Frantsija,Bordo,dry,'mal\'bek 3\%','Chateau Canon Chaigneau',14.0,0.75
'Vino Chateau les Carmes Haut-Brion (Pessac-Leognan), 2015',47490,0.0,Frantsija,Bordo,dry,'kaberne sovin\'on 24\%','Chateau Les Carmes Haut-Brion',14.0,0.75
'Vino Amarone della Valpolicella Valpantena, Bertani, 2021',8393,5.0,Italija,Veneto,semi-dry,'rondinella 20\%',Bertani,15.5,0.75
'Vino Syrah Les Vignes d\'a Cote, Yves Cuilleron, 2019',4290,4.6,Frantsija,'Dolina Rony',dry,'sira 100\%','Yves Cuilleron',13.0,0.75
'Vino Remole Bianco, Frescobaldi, 2022',1690,4.8,Italija,Toskana,dry,'trebb\'jano',Frescobaldi,12.0,0.75
'Vino Campill, Pranzegg, 2018',9290,0.0,Italija,'Trentino-Al\'to Adidzhe',dry,'sk\'java 100\%',Pranzegg,12.0,0.75
'Vino Cuvee Terlaner, Cantina Terlan, 2023',5490,4.6,Italija,'Trentino-Al\'to Adidzhe',dry,'sovin\'on blan 10\%','Cantina Terlan',13.5,0.75
'Vino Campill, Pranzegg, 2015',9290,0.0,Italija,'Trentino-Al\'to Adidzhe',dry,'sk\'java 100\%',Pranzegg,12.0,0.75
'Vino Shardone Krasnaja Gorka, Galitskij i Galitskij, 2021, 1.5 l',8490,0.0,Rossija,'Kuban\'',dry,'shardone 100\%','Galitskij i Galitskij',12.0,1.5
'Vino Chianti Classico, Banfi, 2020',4190,4.5,Italija,Toskana,dry,sandzhoveze,Banfi,13.0,0.75
'Vino Coeur du Rouet, Chateau du Rouet, 2022',3290,4.4,Frantsija,Provans,dry,senso,'Chateau du Rouet',13.0,0.75
'Vino Camden Park Shiraz, Byrne Vineyards, 2020',1390,4.6,Avstralija,'Juzhnaja Avstralija',semi-dry,'shiraz 100\%','Byrne Vineyards',14.0,0.75
'Vino Piere Sauvignon, Vie di Romans, 2018',6169,5.0,Italija,Friuli-Venetsija-Dzhulija,dry,'sovin\'on blan 100\%','Vie di Romans',14.5,0.75
'Vino Terre Allegre Sangiovese, Cielo',1390,4.6,Italija,Apulija,semi-sweet,sandzhoveze,Cielo,12.0,0.75
'Vino Hermitage Les Rocoules, Domaine Marc Sorrel, 2021',67490,4.0,Frantsija,'Dolina Rony',dry,'russan 5\%','Domaine Marc Sorrel',14.5,0.75
'Vino Le Rime, Banfi, 2021',1520,4.5,Italija,Toskana,dry,'pino gridzhio',Banfi,12.5,0.75
'Vino Roero Arneis, Tibaldi, 2023',3790,4.6,Italija,'P\'emont',dry,'arneis 100\%',Tibaldi,12.5,0.75
'Vino Roero Arneis, Vietti, 2021',5990,4.2,Italija,'P\'emont',dry,'arneis 100\%',Vietti,14.0,0.75
'Vino Chablis Premier Cru Montmains, Joseph Drouhin, 2022',13490,5.0,Frantsija,Burgundija,dry,'shardone 100\%','Joseph Drouhin',13.0,0.75
'Vino Spatburgunder Monchberg Ode Halde GG, Beurer, 2019',12490,4.0,Germanija,Vjurtemberg,dry,'shpetburgunder 100\%',Beurer,13.0,0.75
'Vino Pomino Bianco, Frescobaldi, 2020',2993,4.7,Italija,Toskana,dry,'pino b\'janko',Frescobaldi,12.5,0.75
'Vino Bourgogne, Domaine Paul Pernot & Fils, 2020',7690,4.3,Frantsija,Burgundija,dry,'shardone 100\%','Domaine Paul Pernot & Fils',13.0,0.75
'Vino Chateau Beychevelle, 2012',32990,5.0,Frantsija,Bordo,dry,'pti verdo 5\%','Chateau Beychevelle',13.0,0.75
'Vino Kaberne Fran, Lefkadija, 2020',2490,4.2,Rossija,'Kuban\'',dry,'kaberne fran 100\%',Lefkadija,14.0,0.75
'Vino Carolina Reserva Rose, Santa Carolina, 2022',1490,4.3,Chili,'Tsentral\'naja Dolina',dry,'merlo 10\%','Santa Carolina',12.5,0.75
'Vino Riesling Layet GG, Nik Weis St. Urbans-Hof, 2022',9990,4.9,Germanija,'Mozel\'',dry,'risling 100\%','Nik Weis St. Urbans-Hof',12.0,0.75
'Vino Barbera d’Alba, Pio Cesare, 2017',5290,4.9,Italija,'P\'emont',dry,'barbera 100\%','Pio Cesare',14.5,0.75
'Vino Gevrey-Chambertin La Justice, Domaine Antonin Guyon, 2019',19990,4.8,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Antonin Guyon',13.0,0.75
'Heres Tio Toto Cream, Jose Estevez',1603,5.0,Ispanija,Andalusija,?,'pedro himenes','Jose Estevez',17.5,0.75
'Vino Sauvignon Blanc, Luigi Bosca, 2021',2093,4.0,Argentina,Mendosa,dry,'sovin\'on blan 100\%','Luigi Bosca',13.5,0.75
'Vino Sauvignon Blanc, Misty Cliff, 2022',1990,4.7,'Novaja Zelandija','Mal\'boro',semi-dry,'sovin\'on blan 100\%','Misty Cliff',12.5,0.75
'Vino Cellar Selection Chardonnay, Santa Carolina, 2023',743,4.5,Chili,'Tsentral\'naja Dolina',semi-dry,'shardone 100\%','Santa Carolina',12.5,0.75
'Vino Meursault 1er Cru le Poruzot-Dessus BL, Remi Jobard, 2022, 1.5 l',94990,0.0,Frantsija,Burgundija,dry,'shardone 100\%','Remi Jobard',13.5,1.5
'Vino Chateau Citran, 2015',4990,5.0,Frantsija,Bordo,dry,'kaberne fran 6\%','Chateau Citran',13.5,0.75
'Vino Clos Henri Otira Sauvignon Blanc, 2022',6490,4.9,'Novaja Zelandija','Mal\'boro',dry,'sovin\'on blan 100\%','Clos Henri',13.5,0.75
'Vino Noseworthy Shiraz, Austwine Exports, 2020',1112,4.5,Avstralija,'Jugo-Vostochnaja Avstralija',semi-dry,shiraz,'Austwine Exports',14.0,0.75
'Vino Dos Caprichos Tinto, Bodegas Faustino',798,4.5,Ispanija,'Kastilija La Mancha',dry,'tempranil\'o 100\%','Bodegas Faustino',13.0,0.75
'Vino Puligny-Montrachet, Olivier Leflaive Freres, 2021',34990,4.7,Frantsija,Burgundija,dry,'shardone 100\%','Olivier Leflaive Freres',13.0,0.75
'Vino Point Blauer Zweigelt, Nigl, 2020',2190,4.4,Avstrija,'Nizhnjaja Avstrija',dry,'tsvajgel\'t',Nigl,13.0,0.75
'Vino Clarendelle a par Haut-Brion Rose, Domaine Clarence Dillon, 2023',3790,4.7,Frantsija,Bordo,dry,'kaberne fran','Domaine Clarence Dillon',12.5,0.75
'Vino Barolo Simposio, Bel Colle, 2020',7490,0.0,Italija,'P\'emont',dry,'nebbiolo 100\%','Bel Colle',14.5,0.75
'Vino Chambolle Musigny Premier Cru Les Hauts Doix, Domaine Gerard Peirazeau & Fils, 2021',44990,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Gerard Peirazeau & Fils',13.0,0.75
'Vino Syrah Merindol, Simonsig, 2019',4543,5.0,'Juzhnaja Afrika',Stellenbosh,dry,sira,Simonsig,13.5,0.75
'Vino Tenuta Regaleali Bianco, Tasca d\'Almerita, 2023',2640,4.6,Italija,Sitsilija,dry,'shardone 5\%','Tasca d\'Almerita',12.5,0.75
'Vino Shardone Semejnyj Rezerv, Sikory, 2020',3490,4.8,Rossija,'Kuban\'',dry,'shardone 100\%',Sikory,13.0,0.75
'Vino Gran Moraine Pinot Noir, Beaux Freres, 2016',37490,0.0,'Soedinennye Shtaty Ameriki',Oregon,dry,'pino nuar 100\%','Beaux Freres',14.0,0.75
'Vino Valpolicella, Bertani, 2023',2093,4.3,Italija,Veneto,dry,'rondinella 20\%',Bertani,12.0,0.75
'Vino Sauvignon Blanc Estate Series, Errazuriz, 2022',1533,4.8,Chili,Akonkagua,dry,'sovin\'on blan 100\%',Errazuriz,13.0,0.75
'Vino Chateau Palmer, 2016',124990,5.0,Frantsija,Bordo,dry,'pti verdo 6\%','Chateau Palmer',13.5,0.75
'Vino Le Grand Noir Cabernet Sauvignon, 2021, 0.375 l',1140,0.0,Frantsija,'Langedok-Russil\'on',semi-dry,'sira 15\%','Le Grand Noir',13.5,0.375
'Vino Leeu Passant Red, Mullineux & Leeu, 2019',22990,0.0,'Juzhnaja Afrika','Vestern Kejp',dry,senso,'Mullineux & Leeu',13.5,0.75
'Vino Coteaux Bourguignons Rouge, Domaines Dominique Piron, 2021',2990,4.6,Frantsija,Burgundija,dry,'game 100\%','Domaines Dominique Piron',12.5,0.75
'Vino Roze Krasnaja Gorka, Galitskij i Galitskij, 2021',3190,4.6,Rossija,'Kuban\'',dry,'pino nuar 10\%','Galitskij i Galitskij',11.5,0.75
'Vino Sauvignon Blanc , Pio Cesare, 2021',3990,5.0,Italija,'P\'emont',dry,'sovin\'on blan 100\%','Pio Cesare',13.5,0.75
'Vino Rocca Rubia, Santadi, 2020',5690,4.7,Italija,Sardinija,dry,'karin\'jano 100\%',Santadi,14.5,0.75
'Vino Finca Nueva Rosado, 2019',1781,4.4,Ispanija,Rioha,dry,garnacha,'Finca Nueva',13.5,0.75
'Vino Grenache, David & Nadia, 2022',6790,4.7,'Juzhnaja Afrika',Svortlend,dry,'grenash 100\%','David & Nadia',13.0,0.75
'Vino Barbera d’Asti Leradici, Mauro Molino, 2021',3790,4.6,Italija,'P\'emont',dry,'barbera 100\%','Mauro Molino',16.0,0.75
'Vino Savigny-les-Beaune, Domaine Michel Noellat, 2021',9990,5.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Michel Noellat',13.5,0.75
